0.95424	7.995498683464998e-16	2.7701242748186867e-16
0.9623	9.290859264017769e-16	2.7701242748186867e-16
0.97119	1.007275624817257e-15	2.7701242748186867e-16
0.98097	1.0096054944024762e-15	2.7701242748186867e-16
0.9911	8.396827382078652e-16	2.7701242748186867e-16
1.00049	8.044329940134012e-16	2.7701242748186867e-16
1.01007	8.48161219623932e-16	2.7701242748186867e-16
1.02011	9.811774898428744e-16	2.7701242748186867e-16
1.03033	1.116765096308239e-15	2.7701242748186867e-16
1.04031	1.2105179321339833e-15	2.7701242748186867e-16
1.05033	1.3008425997685454e-15	2.7701242748186867e-16
1.06061	1.390299775713566e-15	2.7701242748186867e-16
1.07083	1.4669014816731607e-15	2.7701242748186867e-16
1.08091	1.6338393615092152e-15	2.7701242748186867e-16
1.09065	1.7404241530115363e-15	2.7701242748186867e-16
1.09998	1.74353843906329e-15	2.7701242748186867e-16
1.10965	1.8388012255188125e-15	2.7701242748186867e-16
1.12077	1.760786803694026e-15	2.7701242748186867e-16
1.13298	1.8761971333963473e-15	3.050795776460037e-16
1.14412	1.940476115746506e-15	2.942334397619872e-16
1.15441	2.016184267117718e-15	2.6843141014085037e-16
1.16425	1.9342642778570673e-15	2.469228822332729e-16
1.17366	1.9068930341117126e-15	2.3113903327227133e-16
1.18341	1.837518407408703e-15	2.1917425702315026e-16
1.19352	1.8495088181880553e-15	2.1928873789540654e-16
1.20359	1.9318595201339986e-15	2.2663314277336803e-16
1.21349	2.0114560304425605e-15	2.426531520243866e-16
1.22356	2.127805561195993e-15	2.450434652371493e-16
1.23347	2.155897400916285e-15	2.4388768560502227e-16
1.24335	2.1553551742457678e-15	2.4079674759477033e-16
1.25318	2.189407582366005e-15	2.4978794819959073e-16
1.26326	2.353064341332395e-15	2.6981487580402976e-16
1.27375	2.504471790159973e-15	2.8828831992541256e-16
1.28379	2.4390256737201115e-15	2.8967631080344485e-16
1.29301	2.4876688609910596e-15	3.2290729635576426e-16
1.30222	2.489114616470966e-15	3.204674079877171e-16
1.3114	2.424890300332925e-15	3.08005830709516e-16
1.32007	2.3413000044669016e-15	3.2222780266269656e-16
1.32786	2.0993020009419063e-15	3.2042760234634173e-16
